legacy_id,opportunity_id,opportunity_title_ar,parent_event_id,parent_event_title_ar,domain_id,domain_title_ar,domain_category,event_description,event_environment,event_frequency,event_related_domains,daily_event_id,routine_station_link,legacy_purpose_text,legacy_participation_level,legacy_future_participation_level,legacy_role_scope,legacy_organization_demand,legacy_variation_demand,legacy_classification_reason,legacy_safety_mode,legacy_assistance_levels,legacy_performance_indicators,legacy_independence_mastery,legacy_instructions_before_start,legacy_execution_steps,legacy_make_it_easier,legacy_support_notes,legacy_card_id,legacy_card_count,display_order,status,review_required,source_file_field,source_file,source_row_index,reference_source,framework_validated,resolvable_in_production_boundary,card_pending,superseded_by_framework_reference,normalized_title,has_parent_event,has_title,has_purpose,has_execution_content,has_assistance_fields,has_performance_fields,exact_title_equals_parent_event,matched_tokens,matched_fields
COMM-009-OP004,COMM-009-OP004,إعادة الكتب لمكانها بعد الانتهاء,COMM-009,زيارة المكتبة العامة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,الدخول إلى المكتبة العامة لتصفح الكتب أو القراءة أو الاستفادة من المرافق,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-009,,إعادة الكتب لمكانها بعد الانتهاء تختم زيارة المكتبة بمسؤولية بسيطة تجاه مساحة مشتركة يستخدمها آخرون أيضًا.,moderate,,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,أعاد كتابًا واحدًا بمساعدة؛ أعاد كل الكتب بمفرده.,الحدث اكتمل؛ يمكن تكراره في زيارة المكتبة القادمة.,إبلاغه أن إعادة الكتب لمكانها آخر خطوة قبل المغادرة.,حمل الكتب التي تصفحها، وإعادتها لمكانها أو تسليمها للموظف.,استخدام عربة أو رف إعادة مخصص إن توفر بدل البحث عن المكان الدقيق.,رف أو عربة إعادة مخصصة إن توفرت في المكتبة.,CARD-000036,1,4,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,87,legacy_master,false,true,false,,اعاده الكتب لمكانها بعد الانتهاء,true,true,true,true,true,true,false,مستقلة|بمساعدة|بمفرده,legacy_assistance_levels|legacy_performance_indicators
COMM-010-OP001,COMM-010-OP001,اختيار الكتاب المراد استعارته,COMM-010,استعارة كتاب من المكتبة العامة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,اختيار كتاب واستعارته من المكتبة العامة وفق الإجراءات المتبعة,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-010,,اختيار الكتاب المراد استعارته قرار شخصي حقيقي يعبّر فيه عن اهتماماته الخاصة داخل مساحة عامة.,moderate,,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,أشار لكتاب مفضل؛ اختار كتابًا جديدًا بنفسه من الرف.,تقديم البطاقة للموظف لإتمام الإعارة.,تصفح القسم المفضل معه، وإبلاغه أن بإمكانه اختيار كتاب بنفسه.,النظر إلى العناوين أو الأغلفة، واختيار كتاب واحد للاستعارة.,تقليل الخيارات إلى كتابين أو ثلاثة معروضة أمامه للمقارنة.,أغلفة الكتب كمرجع بصري للاختيار.,CARD-000037,1,1,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,88,legacy_master,false,true,false,,اختيار الكتاب المراد استعارته,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-010-OP002,COMM-010-OP002,تقديم البطاقة للموظف لإتمام الإعارة,COMM-010,استعارة كتاب من المكتبة العامة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,اختيار كتاب واستعارته من المكتبة العامة وفق الإجراءات المتبعة,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-010,,تقديم البطاقة للموظف لإتمام الإعارة خطوة تواصل بسيطة تجعله طرفًا فعليًا في إجراء الاستعارة الرسمي.,moderate,,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,قدّم البطاقة والكتاب بمساعدة؛ قدّمهما بنفسه دون توجيه.,استلام إيصال موعد الإرجاع.,تجهيز البطاقة والكتاب المختار معًا قبل التوجه للموظف.,التوجه لمكتب الإعارة، وتقديم الكتاب والبطاقة للموظف.,مرافقته في أول مرة لمعرفة إجراء الإعارة.,مرافقة قريبة في أول تجربة استعارة.,CARD-000038,1,2,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,89,legacy_master,false,true,false,,تقديم البطاقه للموظف لاتمام الاعاره,true,true,true,true,true,true,false,مستقلة|بمساعدة,legacy_assistance_levels|legacy_performance_indicators
COMM-010-OP003,COMM-010-OP003,استلام إيصال موعد الإرجاع,COMM-010,استعارة كتاب من المكتبة العامة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,اختيار كتاب واستعارته من المكتبة العامة وفق الإجراءات المتبعة,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-010,,استلام إيصال موعد الإرجاع يختم عملية الاستعارة بخطوة مسؤولية بسيطة يحتفظ بها لنفسه.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,استلم الإيصال بمساعدة؛ استلمه وحفظه بنفسه دون تذكير.,الحدث اكتمل؛ يمكن الانتقال لاحقًا إلى إعادة الكتاب المستعار إلى المكتبة.,إبلاغه أن الموظف سيسلمه ورقة صغيرة توضح موعد إرجاع الكتاب.,استلام الإيصال من الموظف، وحفظه في الكتاب أو الحقيبة.,استخدام الكتاب نفسه كمكان ثابت لحفظ الإيصال.,مكان ثابت (داخل الكتاب) لحفظ إيصال الإرجاع.,CARD-000039,1,3,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,90,legacy_master,false,true,false,,استلام ايصال موعد الارجاع,true,true,true,true,true,true,false,مستقلة|بمساعدة,legacy_assistance_levels|legacy_performance_indicators
COMM-011-OP001,COMM-011-OP001,التوجه لمكتب إرجاع الكتب,COMM-011,إعادة كتاب مستعار إلى المكتبة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,تسليم الكتاب المستعار قبل أو في موعد استحقاقه,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-011,,التوجه لمكتب إرجاع الكتب مهمة قصيرة ومحددة تمنحه استقلالية واضحة داخل زيارة المكتبة.,moderate,,moderate,simple,advanced,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف متقدم)، واعتُمد المستوى المتوسط للمراجعة.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,توجه للمكتب بمرافقة؛ توجه إليه بمفرده مباشرة.,تسليم الكتب للموظف أو وضعها في الصندوق.,تجهيز الكتاب المراد إرجاعه معه قبل الدخول للمكتبة.,الدخول والتوجه مباشرة لمكتب أو صندوق إرجاع الكتب.,مرافقته في أول مرة لمعرفة مكان الإرجاع.,مرافقة قريبة في أول زيارة لتعريفه بالمكان.,CARD-000040,1,1,معتمد مبدئيًا,true,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,91,legacy_master,false,true,false,,التوجه لمكتب ارجاع الكتب,true,true,true,true,true,true,false,مستقلة|بمفرده,legacy_assistance_levels|legacy_performance_indicators
COMM-011-OP002,COMM-011-OP002,تسليم الكتب للموظف أو وضعها في الصندوق,COMM-011,إعادة كتاب مستعار إلى المكتبة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,تسليم الكتاب المستعار قبل أو في موعد استحقاقه,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-011,,تسليم الكتاب للموظف أو وضعه في صندوق الإرجاع خطوة عملية بسيطة تختم مسؤوليته تجاه الكتاب المستعار.,moderate,,simple,moderate,advanced,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم)، واعتُمد المستوى المتوسط للمراجعة.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,سلّم الكتاب بمساعدة؛ سلّمه أو وضعه في الصندوق بنفسه.,التأكد من إتمام عملية الإرجاع في النظام.,التأكد من إحضار الكتاب المطلوب إرجاعه معه.,تسليم الكتاب للموظف مباشرة، أو وضعه في صندوق الإرجاع المخصص.,الإشارة إلى صندوق الإرجاع إن كان هو الخيار الأسهل له.,لا يتطلب أدوات دعم إضافية.,CARD-000041,1,2,معتمد مبدئيًا,true,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,92,legacy_master,false,true,false,,تسليم الكتب للموظف او وضعها في الصندوق,true,true,true,true,true,true,false,مستقلة|بمساعدة,legacy_assistance_levels|legacy_performance_indicators
COMM-011-OP003,COMM-011-OP003,التأكد من إتمام عملية الإرجاع في النظام,COMM-011,إعادة كتاب مستعار إلى المكتبة,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,تسليم الكتاب المستعار قبل أو في موعد استحقاقه,مكتبة عامة,شهريًا,الترفيه، التنقل,COMM-011,,التأكد من إتمام عملية الإرجاع خطوة تحقق بسيطة تمنحه ثقة بأن المهمة اكتملت فعليًا.,advanced,,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,انتظر التأكيد بمرافقة؛ سأل عن التأكيد بنفسه إن لم يصله.,الحدث اكتمل؛ يمكن تكراره عند استعارة كتاب جديد لاحقًا.,إبلاغه أن الموظف قد يعطيه إيصالًا أو تأكيدًا شفهيًا بإتمام الإرجاع.,الانتظار للحظة تأكيد الموظف، أو النظر لشاشة التأكيد إن وُجدت.,طلب إيصال ورقي بسيط كتأكيد ملموس للإتمام.,إيصال ورقي بسيط كتأكيد ملموس.,CARD-000042,1,3,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,93,legacy_master,false,true,false,,التاكد من اتمام عمليه الارجاع في النظام,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-012-OP001,COMM-012-OP001,إبراز تذكرة الحضور عند المدخل,COMM-012,حضور فعالية ثقافية,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,حضور محاضرة أو حفل موسيقي أو نشاط ثقافي في مكان عام,مركز ثقافي / مسرح,موسميًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-012,,إبراز تذكرة الحضور عند المدخل أول خطوة تمنحه شعورًا بالدخول رسميًا إلى فعالية يحضرها مع أسرته.,moderate,,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,أخرج التذكرة بمساعدة؛ قدّمها بنفسه للموظف دون توجيه.,الوصول للمقعد المخصص.,تجهيز التذكرة في متناول يده قبل الوصول للمدخل.,إخراج التذكرة عند الطلب، وتقديمها للموظف عند المدخل.,خصص جيبًا ثابتًا لحفظ التذكرة قبل الوصول للمدخل.,جيب أو حقيبة ثابتة لحفظ التذكرة.,CARD-000043,1,1,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,94,legacy_master,false,true,false,,ابراز تذكره الحضور عند المدخل,true,true,true,true,true,true,false,مستقلة|بمساعدة,legacy_assistance_levels|legacy_performance_indicators
COMM-012-OP002,COMM-012-OP002,الوصول للمقعد المخصص,COMM-012,حضور فعالية ثقافية,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,حضور محاضرة أو حفل موسيقي أو نشاط ثقافي في مكان عام,مركز ثقافي / مسرح,موسميًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-012,,الوصول للمقعد المخصص يمنحه مساحته الخاصة داخل الفعالية، ويجعله جزءًا من الجمهور الحاضر لا مجرد واقف عند المدخل.,moderate,,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,وصل للمقعد بمرافقة؛ وجد مقعده وجلس فيه بمفرده.,المشاركة في التفاعل أثناء الفعالية.,معرفة رقم أو موقع المقعد المخصص مسبقًا إن وُجد.,السير مع الأسرة نحو المقعد المخصص، والجلوس فيه.,مرافقته حتى المقعد في أول مرة لمعرفة الترتيب.,رقم المقعد مكتوبًا على التذكرة كمرجع.,CARD-000044,1,2,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,95,legacy_master,false,true,false,,الوصول للمقعد المخصص,true,true,true,true,true,true,false,مستقلة|بمفرده,legacy_assistance_levels|legacy_performance_indicators
COMM-012-OP003,COMM-012-OP003,المشاركة في التفاعل أثناء الفعالية,COMM-012,حضور فعالية ثقافية,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,حضور محاضرة أو حفل موسيقي أو نشاط ثقافي في مكان عام,مركز ثقافي / مسرح,موسميًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-012,,التفاعل أثناء الفعالية - بأي درجة - يجعله جزءًا حيًا من الحدث لا مجرد حاضر صامت فيه.,moderate,,moderate,simple,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,شاهد بهدوء دون مشاركة فعلية؛ شارك بحركة تفاعل واحدة على الأقل بنفسه.,المغادرة بعد انتهاء النشاط.,إبلاغه بنوع الفعالية وما يمكن توقعه من تفاعل (تصفيق، غناء، مشاهدة).,المشاركة في التفاعل المتاح (كالتصفيق) بالقدر الذي يناسبه.,تقليل التوقعات لحركة واحدة بسيطة كالتصفيق فقط.,الجلوس بجانب فرد مألوف من الأسرة كمرجع للتفاعل.,CARD-000045,1,3,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,96,legacy_master,false,true,false,,المشاركه في التفاعل اثناء الفعاليه,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-012-OP004,COMM-012-OP004,المغادرة بعد انتهاء النشاط,COMM-012,حضور فعالية ثقافية,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,حضور محاضرة أو حفل موسيقي أو نشاط ثقافي في مكان عام,مركز ثقافي / مسرح,موسميًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-012,,المغادرة بانتظام بعد انتهاء الفعالية تختم الحضور بلحظة اجتماعية أخرى وتُظهر له تسلسل الحدث الكامل.,moderate,,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,غادر بمرافقة قريبة؛ غادر مع المجموعة دون تردد أو استعجال.,الحدث اكتمل؛ يمكن تكراره في الفعالية الثقافية القادمة.,إبلاغه أن الفعالية قاربت على الانتهاء، والاتفاق على ترتيب الخروج.,الانتظار حتى يبدأ الآخرون بالمغادرة، ثم السير معهم نحو المخرج.,إشارة بسيطة متفق عليها مسبقًا تدل على قرب المغادرة.,إشارة أو كلمة متفق عليها لبدء المغادرة.,CARD-000046,1,4,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,97,legacy_master,false,true,false,,المغادره بعد انتهاء النشاط,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-013-OP001,COMM-013-OP001,الحصول على جدول الفعاليات أو خريطة المعرض,COMM-013,حضور معرض أو مهرجان,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,زيارة معرض فني أو تجاري أو مهرجان محلي أو دولي,مركز معارض / ساحة عامة,موسميًا,الترفيه، إدارة المال، التنقل,COMM-013,,الحصول على جدول الفعاليات أو خريطة المعرض يمنحه أداة يستخدمها بنفسه للتوجه داخل مساحة كبيرة.,advanced,,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,استلم الجدول بمرافقة؛ طلبه واستلمه بنفسه من الموظف.,التنقل بين الأجنحة.,معرفة مكان استلام الجدول أو الخريطة عند المدخل.,التوجه لنقطة الاستعلامات، وطلب الجدول أو الخريطة.,مرافقته في أول مرة لمعرفة مكان الاستعلامات.,خريطة أو جدول مطبوع بسيط سهل القراءة.,CARD-000047,1,1,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,98,legacy_master,false,true,false,,الحصول علي جدول الفعاليات او خريطه المعرض,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-013-OP002,COMM-013-OP002,التنقل بين الأجنحة,COMM-013,حضور معرض أو مهرجان,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,زيارة معرض فني أو تجاري أو مهرجان محلي أو دولي,مركز معارض / ساحة عامة,موسميًا,الترفيه، إدارة المال، التنقل,COMM-013,,التنقل بين الأجنحة يمنحه فرصة استكشاف مساحة كبيرة بمشاركة فعلية بدل الاكتفاء بالسير خلف الآخرين.,moderate,,simple,moderate,advanced,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم)، واعتُمد المستوى المتوسط للمراجعة.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,سار بجانب الأسرة بمرافقة قريبة؛ اختار جناحًا للتوجه إليه بنفسه.,الاستفسار من ممثلي الأجنحة عن المعروضات.,تحديد جناح أو اثنين للبدء بهما معه.,السير بين الأجنحة، والتوقف عند ما يثير اهتمامه.,تحديد جناح واحد في كل مرة بدل التجول الحر الكامل.,خريطة المعرض كمرجع للتنقل.,CARD-000048,1,2,معتمد مبدئيًا,true,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,99,legacy_master,false,true,false,,التنقل بين الاجنحه,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-013-OP003,COMM-013-OP003,الاستفسار من ممثلي الأجنحة عن المعروضات,COMM-013,حضور معرض أو مهرجان,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,زيارة معرض فني أو تجاري أو مهرجان محلي أو دولي,مركز معارض / ساحة عامة,موسميًا,الترفيه، إدارة المال، التنقل,COMM-013,,الاستفسار من ممثلي الأجنحة عن المعروضات مشاركة تواصل حقيقية تجعله طرفًا فاعلًا في استكشاف المعرض لا مجرد متفرج.,advanced,,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,أشار لما يثير اهتمامه؛ طرح سؤاله بصوته من تلقاء نفسه.,الحدث اكتمل؛ يمكن تكراره في المعرض أو المهرجان القادم.,جهّز معه سؤالًا بسيطًا واحدًا يمكنه طرحه على أحد الممثلين.,التوجه لممثل الجناح، وطرح السؤال أو الإشارة إلى ما يثير اهتمامه.,بطاقة مكتوبة بسؤال بسيط جاهز إن كان التحدث صعبًا.,بطاقة سؤال بسيطة جاهزة مسبقًا.,CARD-000049,1,3,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,100,legacy_master,false,true,false,,الاستفسار من ممثلي الاجنحه عن المعروضات,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-014-OP001,COMM-014-OP001,شراء تذكرة العرض,COMM-014,الذهاب إلى السينما أو المسرح,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,مشاهدة فيلم أو مسرحية في قاعة عرض عامة,سينما / مسرح,شهريًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-014,,المشاركة في شراء تذكرة العرض تمنحه تجربة إتمام خطوة أساسية قبل مشاهدة عرض ينتظره مع أسرته، مع مرافقة مباشرة.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,مرافقة,1) الوقوف بجانب البالغ فقط دون مشاركة مباشرة. 2) الإشارة لاسم العرض على البطاقة. 3) ذكر اسم العرض للموظف بمرافقة قريبة. 4) المشاركة الكاملة في الطلب مع بقاء المرافقة حاضرة دائمًا.,أشار لاسم العرض على البطاقة؛ شارك في الطلب بصوته مع المرافقة.,شراء وجبات خفيفة قبل بدء العرض.,تحديد العرض والوقت مسبقًا، وتجهيز المبلغ أو البطاقة.,التوجه لشباك التذاكر، والمشاركة في طلب التذكرة بمرافقة مباشرة طوال الخطوة.,تجهيز اسم العرض والوقت مكتوبًا على بطاقة صغيرة.,مرافقة مباشرة طوال هذه الخطوة؛ بطاقة مكتوبة باسم العرض والوقت.,CARD-000050,1,1,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,101,legacy_master,false,true,false,,شراء تذكره العرض,true,true,true,true,true,true,false,,
COMM-014-OP002,COMM-014-OP002,شراء وجبات خفيفة قبل بدء العرض,COMM-014,الذهاب إلى السينما أو المسرح,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,مشاهدة فيلم أو مسرحية في قاعة عرض عامة,سينما / مسرح,شهريًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-014,,المشاركة في اختيار وجبات خفيفة قبل العرض تضيف لمسة استمتاع شخصية إلى تجربة الخروج مع الأسرة.,advanced,,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,أشار لوجبة مفضلة؛ طلبها بنفسه من الموظف.,التوجه للمقعد الخاص.,تحديد نوع الوجبة الخفيفة المفضلة له مسبقًا إن أمكن.,النظر إلى الخيارات المتاحة، والإشارة إلى الوجبة المفضلة.,تقليل الخيارات إلى اثنين معروفين له مسبقًا.,صور للوجبات المتاحة كمرجع بصري.,CARD-000051,1,2,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,102,legacy_master,false,true,false,,شراء وجبات خفيفه قبل بدء العرض,true,true,true,true,true,true,false,مستقلة,legacy_assistance_levels
COMM-014-OP003,COMM-014-OP003,التوجه للمقعد الخاص,COMM-014,الذهاب إلى السينما أو المسرح,DOM-COMM,الأنشطة والمشاركة المجتمعية,مجتمعي,مشاهدة فيلم أو مسرحية في قاعة عرض عامة,سينما / مسرح,شهريًا,الترفيه، العلاقات الاجتماعية، التنقل,COMM-014,,التوجه للمقعد الخاص داخل القاعة يمنحه مساحته المحددة ضمن تجربة مشاهدة جماعية.,moderate,,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,1) دور واحد بسيط ضمن اللحظة. 2) مشاركة جزئية بخطوة أو خطوتين. 3) مشاركة موسعة تغطي أغلب الخطوات. 4) مشاركة شبه مستقلة بإشراف عن قرب فقط.,وصل للمقعد بمرافقة؛ وجد مقعده وجلس فيه بمفرده.,مغادرة القاعة بعد انتهاء العرض.,معرفة رقم المقعد على التذكرة مسبقًا.,السير مع الأسرة داخل القاعة، والجلوس في المقعد المحدد.,مرافقته حتى المقعد في أول مرة لمعرفة الترتيب داخل القاعات المظلمة.,رقم المقعد مكتوبًا وواضحًا على التذكرة.,CARD-000052,1,3,معتمد مبدئيًا,false,community_opportunities_assistant_2,src/data/knowledge/03_participation_opportunities.csv,103,legacy_master,false,true,false,,التوجه للمقعد الخاص,true,true,true,true,true,true,false,مستقلة|بمفرده,legacy_assistance_levels|legacy_performance_indicators
