event_id,domain_id,event_name,description,environment,frequency,related_domains,display_order,status,source_file
FOOD-006,DOM-FOOD,استقبال ضيوف وتقديم الضيافة,تقديم الشاي والقهوة والمأكولات الخفيفة للزوار,غرفة الضيوف/المطبخ,عند الزيارات,العلاقات الاجتماعية، الضيافة,6,معتمد مبدئيًا,Pasted text(48).txt
FOOD-007,DOM-FOOD,تجهيز وجبة سفر,تحضير طعام في حافظة للنزهات أو الرحلات,المطبخ,عند السفر,السفر، الترفيه,7,معتمد مبدئيًا,Pasted text(48).txt
FOOD-008,DOM-FOOD,تجهيز وجبة للعمل أو المدرسة,تعبئة طعام في حافظة لأخذه خارج المنزل,المطبخ,أيام العمل/الدراسة,العمل، التعليم,8,معتمد مبدئيًا,Pasted text(48).txt
FOOD-009,DOM-FOOD,إعداد وجبة سريعة,تحضير ساندويتش أو وجبة خفيفة سريعة,المطبخ,عند الحاجة,إدارة الوقت,9,معتمد مبدئيًا,Pasted text(48).txt
FOOD-010,DOM-FOOD,استخدام بقايا الطعام,إعادة استخدام بقايا طعام لإعداد وجبة جديدة,المطبخ,عند الحاجة,الميزانية، البيئة,10,معتمد مبدئيًا,Pasted text(48).txt
FOOD-011,DOM-FOOD,حفظ بقايا الطعام,وضع بقايا الوجبة في علب وتخزينها في الثلاجة,المطبخ,بعد الوجبات,الصحة، إدارة المنزل,11,معتمد مبدئيًا,Pasted text(48).txt
FOOD-012,DOM-FOOD,إخراج مكونات من الفريزر,إخراج اللحوم أو الخضار المجمدة لإذابة الثلج,المطبخ,قبل الطبخ,إدارة المنزل,12,معتمد مبدئيًا,Pasted text(48).txt
FOOD-013,DOM-FOOD,ترتيب الثلاجة قبل الطبخ,مراجعة محتويات الثلاجة وترتيبها لمعرفة المتاح,المطبخ,قبل الطبخ,إدارة المنزل,13,معتمد مبدئيًا,Pasted text(48).txt
FOOD-014,DOM-FOOD,شراء مكونات ناقصة,الخروج لشراء مواد غذائية غير متوفرة للوجبة,السوق/المتجر,عند النقص,التسوق، الميزانية,14,معتمد مبدئيًا,Pasted text(48).txt
FOOD-015,DOM-FOOD,تجهيز المائدة,توزيع الأطباق والأكواب والأدوات على المائدة,غرفة الطعام,قبل كل وجبة,العلاقات الأسرية,15,معتمد مبدئيًا,Pasted text(48).txt
FOOD-016,DOM-FOOD,رفع المائدة,جمع الأطباق والبقايا من على المائدة بعد الانتهاء,غرفة الطعام,بعد كل وجبة,النظافة المنزلية,16,معتمد مبدئيًا,Pasted text(48).txt
FOOD-017,DOM-FOOD,تنظيف منطقة إعداد الطعام,مسح أسطح المطبخ وإزالة البقع والبقايا,المطبخ,بعد الطبخ,النظافة المنزلية,17,معتمد مبدئيًا,Pasted text(48).txt
FOOD-018,DOM-FOOD,غسل أدوات الطبخ,غسل القدور والمقالي والأدوات المستخدمة في الطبخ,المطبخ,بعد الطبخ,النظافة المنزلية,18,معتمد مبدئيًا,Pasted text(48).txt
FOOD-019,DOM-FOOD,ترتيب أدوات المطبخ,إعادة الأدوات والأواني إلى أماكن تخزينها,المطبخ,بعد الطبخ,إدارة المنزل، التنظيم,19,معتمد مبدئيًا,Pasted text(48).txt
FOOD-020,DOM-FOOD,التخلص من بقايا الطعام غير الصالحة,رمي بقايا الطعام الفاسدة في سلة المهملات,المطبخ,عند الحاجة,الصحة، البيئة,20,معتمد مبدئيًا,Pasted text(48).txt
FOOD-021,DOM-FOOD,الاستعداد لشهر رمضان,شراء وتخزين المواد الغذائية الأساسية قبل رمضان,المطبخ/المخزن,سنويًا,الدين، الميزانية,21,معتمد مبدئيًا,Pasted text(48).txt
FOOD-022,DOM-FOOD,تجهيز إفطار رمضاني,إعداد أطباق خاصة كالتمور والشوربة والعصائر,المطبخ,يوميًا في رمضان,الدين، العلاقات الأسرية,22,معتمد مبدئيًا,Pasted text(48).txt
FOOD-023,DOM-FOOD,تجهيز طعام للمناسبة الاجتماعية,إعداد طبق كبير للعزومات أو الزيارات العائلية,المطبخ,عند المناسبات,العلاقات الاجتماعية,23,معتمد مبدئيًا,Pasted text(48).txt
FOOD-024,DOM-FOOD,تفقد تاريخ الصلاحية,التحقق من تواريخ انتهاء صلاحية الأطعمة المخزنة,المطبخ/الثلاجة,أسبوعيًا,الصحة، إدارة المنزل,24,معتمد مبدئيًا,Pasted text(48).txt
FOOD-025,DOM-FOOD,إعادة تسخين وجبة,تسخين طعام مطبوخ مسبقًا للأكل,المطبخ,عند الحاجة,إدارة المنزل,25,معتمد مبدئيًا,Pasted text(48).txt
FOOD-026,DOM-FOOD,تجهيز طعام للرضيع,تحضير حليب الرضاعة أو هرس الطعام للطفل,المطبخ,يوميًا,رعاية الطفل، الصحة,26,معتمد مبدئيًا,Pasted text(48).txt
FOOD-027,DOM-FOOD,غسل الخضار والفواكه,غسل الفواكه والخضار تحت الماء قبل الاستخدام,المطبخ,قبل الطبخ,الصحة,27,معتمد مبدئيًا,Pasted text(48).txt
FOOD-028,DOM-FOOD,تقطيع وتجهيز المكونات,تقطيع الخضار واللحوم وتجهيزها قبل الطهي,المطبخ,قبل الطبخ,إدارة المنزل,28,معتمد مبدئيًا,Pasted text(48).txt
FOOD-029,DOM-FOOD,إعداد مخبوزات منزلية,تحضير كعك أو حلويات أو خبز في المطبخ,المطبخ,أسبوعيًا,المهارات المنزلية,29,معتمد مبدئيًا,Pasted text(48).txt
FOOD-030,DOM-FOOD,شوي الطعام في الفرن أو الشواية,استخدام الفرن أو الشواية لشوي اللحوم أو الخضار,المطبخ/الحديقة,عند الحاجة,العلاقات الاجتماعية,30,معتمد مبدئيًا,Pasted text(48).txt
FOOD-031,DOM-FOOD,الطهي على الموقد,طهي الطعام باستخدام القدور والمقالي على النار,المطبخ,يوميًا,إدارة المنزل,31,معتمد مبدئيًا,Pasted text(48).txt
FOOD-032,DOM-FOOD,إعداد مقبلات أو سلطة,تحضير طبق جانبي من الخضار المقطعة أو المقبلات,المطبخ,يوميًا,الصحة,32,معتمد مبدئيًا,Pasted text(48).txt
FOOD-033,DOM-FOOD,تجهيز سفرة برية,تحضير سلة طعام للتناول في الهواء الطلق أو الحدائق,المطبخ,عند التخطيط,السفر، الترفيه,33,معتمد مبدئيًا,Pasted text(48).txt
FOOD-034,DOM-FOOD,تجميد الطعام,حفظ كميات من الطعام في الفريزر للاستخدام المستقبلي,المطبخ,شهريًا,إدارة المنزل، الميزانية,34,معتمد مبدئيًا,Pasted text(48).txt
FOOD-035,DOM-FOOD,إذابة الطعام المجمد,نقل الطعام من الفريزر إلى الثلاجة أو الخارج لإذابته,المطبخ,قبل الطبخ,إدارة المنزل,35,معتمد مبدئيًا,Pasted text(48).txt
FOOD-036,DOM-FOOD,تنظيف الفرن أو الميكروويف,تنظيف بقايا الطعام والدهون من الفرن أو الميكروويف,المطبخ,أسبوعيًا,النظافة المنزلية,36,معتمد مبدئيًا,Pasted text(48).txt
FOOD-037,DOM-FOOD,تنظيف الشواية,إزالة بقايا الفحم والدهون من الشواية بعد الاستخدام,الحديقة/المطبخ,بعد الاستخدام,النظافة المنزلية,37,معتمد مبدئيًا,Pasted text(48).txt
FOOD-038,DOM-FOOD,ترتيب خزانة المؤن والبهارات,ترتيب البهارات والمؤن في الخزانة وإزالة الفارغ,المطبخ,شهريًا,إدارة المنزل، التنظيم,38,معتمد مبدئيًا,Pasted text(48).txt
FOOD-039,DOM-FOOD,كتابة قائمة طعام,تحديد الوجبات المزمع إعدادها خلال فترة قادمة,المطبخ,أسبوعيًا,التخطيط، الميزانية,39,معتمد مبدئيًا,Pasted text(48).txt
FOOD-040,DOM-FOOD,تجهيز وجبة طبية خاصة,إعداد طعام خفيف أو مخصص لحالة مرضية أو حمية,المطبخ,عند الحاجة,الصحة، رعاية الأسرة,40,معتمد مبدئيًا,Pasted text(48).txt
FOOD-041,DOM-FOOD,تجهيز وجبة للرياضيين,إعداد طعام غني بالبروتين أو الكربوهيدرات للتغذية الرياضية,المطبخ,حسب النشاط,الرياضة، الصحة,41,معتمد مبدئيًا,Pasted text(48).txt
FOOD-042,DOM-FOOD,إعداد طعام الحيوانات الأليفة,تحضير وجبة الحيوانات الأليفة في المنزل,المطبخ,يوميًا,رعاية الحيوانات,42,معتمد مبدئيًا,Pasted text(48).txt
FOOD-043,DOM-FOOD,استلام طلب طعام خارجي,استلام وجبة تم طلبها عبر التطبيقات أو الهاتف,باب المنزل,عند الحاجة,التواصل الرقمي,43,معتمد مبدئيًا,Pasted text(48).txt
FOOD-044,DOM-FOOD,تفقد نضج الفواكه والخضار,فحص نضج الفاكهة والخضار المخزنة للتأكد من صلاحيتها,المطبخ,يوميًا,الصحة، إدارة المنزل,44,معتمد مبدئيًا,Pasted text(48).txt
FOOD-045,DOM-FOOD,تجفيف الأعشاب الموسمية,تجفيف الأعشاب أو الخضار الموسمية للتخزين,المطبخ/الشرفة,موسميًا,البيئة، الميزانية,45,معتمد مبدئيًا,Pasted text(48).txt
FOOD-046,DOM-FOOD,تعبئة الماء في الثلاجة,ملء زجاجات الماء أو وضعها في الثلاجة للتبريد,المطبخ,يوميًا,الصحة,46,معتمد مبدئيًا,Pasted text(48).txt
FOOD-047,DOM-FOOD,تجهيز شاي الضيافة,إعداد شاي العصر أو الضيافة للعائلة أو الزوار,المطبخ,يوميًا,الضيافة، العلاقات الاجتماعية,47,معتمد مبدئيًا,Pasted text(48).txt
FOOD-048,DOM-FOOD,تغيير فلتر الماء أو تنظيف الغلاية,صيانة فلتر الماء أو تنظيف غلاية المياه من التكلس,المطبخ,شهريًا,الصيانة، الصحة,48,معتمد مبدئيًا,Pasted text(48).txt
FOOD-049,DOM-FOOD,ترتيب سلة الخبز,ترتيب الخبز في سلة التخزين وإزالة القطع الجافة,المطبخ,يوميًا,إدارة المنزل,49,معتمد مبدئيًا,Pasted text(48).txt
FOOD-050,DOM-FOOD,تنظيف حوض المطبخ,تنظيف حوض الغسيل وإزالة الدهون المتراكمة,المطبخ,يوميًا,النظافة المنزلية,50,معتمد مبدئيًا,Pasted text(48).txt
FOOD-051,DOM-FOOD,تفريغ سلة مهملات المطبخ,إخراج القمامة المطبخية ووضع كيس جديد,المطبخ,يوميًا,النظافة المنزلية، البيئة,51,معتمد مبدئيًا,Pasted text(48).txt
FOOD-052,DOM-FOOD,تنظيف أرضية المطبخ,مسح وتنظيف أرضية المطبخ من البقع والبقايا,المطبخ,يوميًا,النظافة المنزلية,52,معتمد مبدئيًا,Pasted text(48).txt
FOOD-053,DOM-FOOD,تنظيف وتعقيم لوح التقطيع,غسل وتعقيم لوح تقطيع الطعام بعد الاستخدام,المطبخ,بعد الاستخدام,الصحة,53,معتمد مبدئيًا,Pasted text(48).txt
FOOD-054,DOM-FOOD,شحذ السكاكين أو صيانة أدوات الطبخ,شحذ السكاكين أو تصليح أدوات الطبخ التالفة,المطبخ,شهريًا,الصيانة,54,معتمد مبدئيًا,Pasted text(48).txt
FOOD-055,DOM-FOOD,تعبئة المؤن في برطمانات,نقل الحبوب والمؤن إلى علب محكمة الإغلاق,المطبخ,شهريًا,إدارة المنزل، التنظيم,55,معتمد مبدئيًا,Pasted text(48).txt
FOOD-056,DOM-FOOD,تنظيف الثلاجة من الداخل,إزالة البقع والروائح من داخل الثلاجة,المطبخ,شهريًا,النظافة المنزلية,56,معتمد مبدئيًا,Pasted text(48).txt
FOOD-057,DOM-FOOD,تجهيز وجبة خاصة للامتحانات,إعداد طعام مفيد للتركيز أثناء فترات الدراسة,المطبخ,موسميًا,التعليم، الصحة,57,معتمد مبدئيًا,Pasted text(48).txt
FOOD-058,DOM-FOOD,تسخين الحليب أو تحضير مشروب النوم,تسخين الحليب أو تحضير مشروب مريح قبل النوم,المطبخ,يوميًا,النوم، الصحة,58,معتمد مبدئيًا,Pasted text(48).txt
FOOD-059,DOM-FOOD,تقطيع الفاكهة للتقديم,تقطيع وتجهيز الفاكهة في طبق للتقديم,المطبخ,يوميًا,الصحة، الضيافة,59,معتمد مبدئيًا,Pasted text(48).txt
FOOD-060,DOM-FOOD,تجهيز فطور تقليدي خاص,إعداد أطباق فطور تقليدية مثل الفول أو المطبق,المطبخ,أسبوعيًا,الثقافة، العلاقات الأسرية,60,معتمد مبدئيًا,Pasted text(48).txt
FOOD-061,DOM-FOOD,تغطية الطعام على المائدة,تغطية الأطباق المتبقية على المائدة للحفاظ عليها,غرفة الطعام,بعد الوجبات,الصحة، إدارة المنزل,61,معتمد مبدئيًا,Pasted text(48).txt
FOOD-062,DOM-FOOD,تفقد إغلاق الغاز أو الكهرباء,التحقق من إغلاق مصادر الطاقة بعد الانتهاء من الطبخ,المطبخ,بعد الطبخ,السلامة المنزلية,62,معتمد مبدئيًا,Pasted text(48).txt
FOOD-063,DOM-FOOD,تنظيف بقايا الطعام من الموقد,إزالة البقع والبقايا من سطح الموقد بعد الطهي,المطبخ,بعد الطبخ,النظافة المنزلية,63,معتمد مبدئيًا,Pasted text(48).txt
FOOD-064,DOM-FOOD,تجفيف الأطباق وإعادتها للرفوف,تجفيف الأطباق المغسولة وترتيبها في الخزائن,المطبخ,بعد الغسيل,إدارة المنزل، التنظيم,64,معتمد مبدئيًا,Pasted text(48).txt
FOOD-065,DOM-FOOD,تغيير مناشف المطبخ المتسخة,استبدال مناشف المطبخ بأخرى نظيفة,المطبخ,أسبوعيًا,النظافة المنزلية,65,معتمد مبدئيًا,Pasted text(48).txt
FOOD-066,DOM-FOOD,تنظيف وتعقيم زجاجات الرضاعة,غسل وتعقيم زجاجات أطفال الرضع,المطبخ,يوميًا,رعاية الطفل، الصحة,66,معتمد مبدئيًا,Pasted text(48).txt
FOOD-067,DOM-FOOD,تنظيف كرسي طعام الطفل,غسل كرسي الطعام الخاص بالطفل من البقايا,غرفة الطعام,بعد الوجبات,رعاية الطفل,67,معتمد مبدئيًا,Pasted text(48).txt
FOOD-068,DOM-FOOD,تنظيف البالوعة المطبخية,تنظيف مصرف المطبخ من الدهون والبقايا,المطبخ,شهريًا,الصيانة، النظافة,68,معتمد مبدئيًا,Pasted text(48).txt
FOOD-069,DOM-FOOD,تنظيف جوانب الموقد والشفاط,إزالة الدهون المتراكمة على جوانب الموقد,المطبخ,شهريًا,النظافة المنزلية,69,معتمد مبدئيًا,Pasted text(48).txt
FOOD-070,DOM-FOOD,تنظيف مقبض الثلاجة والأبواب,مسح مقابض الثلاجة والأبواب من البصمات والبقع,المطبخ,أسبوعيًا,النظافة المنزلية,70,معتمد مبدئيًا,Pasted text(48).txt
FOOD-071,DOM-FOOD,تنظيف الرخامة بعد تقطيع اللحوم,تعقيم وتنظيف سطح العمل بعد التعامل مع اللحوم النيئة,المطبخ,بعد الاستخدام,الصحة، السلامة,71,معتمد مبدئيًا,Pasted text(48).txt
FOOD-072,DOM-FOOD,غسل اليدين بعد التعامل مع مكونات نيئة,غسل اليدين جيدًا بعد لمس اللحوم أو البيض,المطبخ,بعد الاستخدام,النظافة الشخصية، الصحة,72,معتمد مبدئيًا,Pasted text(48).txt
FOOD-073,DOM-FOOD,تنظيف أدوات الطعام الخاصة بالطفل,غسل أطباق وملاعق الأطفال بشكل منفصل,المطبخ,بعد الوجبات,رعاية الطفل، الصحة,73,معتمد مبدئيًا,Pasted text(48).txt
FOOD-074,DOM-FOOD,تنظيف سلة الخضار من الأوراق الجافة,إزالة الأوراق التالفة من سلة الخضار والفواكه,المطبخ,أسبوعيًا,إدارة المنزل,74,معتمد مبدئيًا,Pasted text(48).txt
FOOD-075,DOM-FOOD,تنظيف خزانة البهارات من التسربات,مسح بقايا البهارات المتسربة في الخزانة,المطبخ,شهريًا,النظافة المنزلية,75,معتمد مبدئيًا,Pasted text(48).txt
FOOD-076,DOM-FOOD,تنظيف رفوف الثلاجة الداخلية,إخراج الرفوف وغسلها من البقع المتجمدة,المطبخ,موسميًا,النظافة المنزلية,76,معتمد مبدئيًا,Pasted text(48).txt
FOOD-077,DOM-FOOD,تنظيف الفريزر من الثلج المتراكم,إزالة طبقات الثلج الزائدة من الفريزر,المطبخ,موسميًا,الصيانة، إدارة المنزل,77,معتمد مبدئيًا,Pasted text(48).txt
FOOD-078,DOM-FOOD,تنظيف العجانة أو الخلاط الكهربائي,غسل أوعية الخلاط والمضرب بعد الاستخدام,المطبخ,بعد الاستخدام,النظافة المنزلية,78,معتمد مبدئيًا,Pasted text(48).txt
FOOD-079,DOM-FOOD,تنظيف صينية الفرن بعد الاستخدام,نقع وغسل صواني الخبز أو الشوي,المطبخ,بعد الاستخدام,النظافة المنزلية,79,معتمد مبدئيًا,Pasted text(48).txt
FOOD-080,DOM-FOOD,تنظيف أدوات الشوي,غسل سيخ الشوي والشبك من الدهون,الحديقة/المطبخ,بعد الاستخدام,النظافة المنزلية,80,معتمد مبدئيًا,Pasted text(48).txt
FOOD-081,DOM-FOOD,تنظيف حافظة الطعام بعد العودة,غسل حافظة الطعام التي أُخذت للعمل أو المدرسة,المطبخ,يوميًا,النظافة المنزلية,81,معتمد مبدئيًا,Pasted text(48).txt
FOOD-082,DOM-FOOD,تنظيف زجاجة الماء اليومية,غسل زجاجة الماء الشخصية وتجفيفها,المطبخ,يوميًا,النظافة الشخصية,82,معتمد مبدئيًا,Pasted text(48).txt
FOOD-083,DOM-FOOD,تنظيف ماكينة القهوة,إزالة البن المتبقي وتنظيف أجزاء الماكينة,المطبخ,أسبوعيًا,الصيانة,83,معتمد مبدئيًا,Pasted text(48).txt
FOOD-084,DOM-FOOD,تنظيف غلاية الماء من التكلس,إزالة الرواسب الكلسية من داخل الغلاية,المطبخ,شهريًا,الصيانة,84,معتمد مبدئيًا,Pasted text(48).txt
FOOD-085,DOM-FOOD,تنظيف وعاء الخلط والمضرب,غسل أوعية الخلط اليدوي أو الكهربائي,المطبخ,بعد الاستخدام,النظافة المنزلية,85,معتمد مبدئيًا,Pasted text(48).txt
FOOD-086,DOM-FOOD,تنظيف صينية الثلج,غسل صينية صنع الثلج من البقع,المطبخ,أسبوعيًا,النظافة المنزلية,86,معتمد مبدئيًا,Pasted text(48).txt
FOOD-087,DOM-FOOD,تبديل كيس قمامة المطبخ,استبدال الكيس الممتلئ بكيس نظيف,المطبخ,عند الامتلاء,النظافة المنزلية,87,معتمد مبدئيًا,Pasted text(48).txt
FOOD-088,DOM-FOOD,تنظيف إسفنجة غسل الأطباق,تعقيم أو استبدال إسفنجة المطبخ,المطبخ,أسبوعيًا,الصحة,88,معتمد مبدئيًا,Pasted text(48).txt
FOOD-089,DOM-FOOD,تنظيف مريول الطبخ,غسل المريول أو الملابس المتسخة بالطعام,المطبخ/الغسيل,عند الاتساخ,النظافة الشخصية,89,معتمد مبدئيًا,Pasted text(48).txt
FOOD-090,DOM-FOOD,تنظيف وتلميع حنفية المطبخ,مسح الحنفية من البقع المائية والصابون,المطبخ,أسبوعيًا,النظافة المنزلية,90,معتمد مبدئيًا,Pasted text(48).txt
HEALTH-001,DOM-HEALTH,حجز موعد طبي,الاتصال بالعيادة أو التطبيق لتحديد موعد زيارة طبية,المنزل/الهاتف,عند الحاجة,إدارة المنزل، التواصل الرقمي,1,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-002,DOM-HEALTH,الاستعداد للموعد الطبي,تجهيز النفس والملابس والوقت للذهاب إلى الموعد المحدد,المنزل,قبل الموعد,إدارة المنزل,2,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-003,DOM-HEALTH,تجهيز المستندات الطبية,جمع التقارير السابقة والأشعة والتحاليل لأخذها للطبيب,المنزل,قبل الموعد,إدارة المنزل,3,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-004,DOM-HEALTH,تجهيز بطاقة الهوية أو التأمين,التأكد من توفر بطاقة الهوية وبطاقة التأمين الصحي,المنزل,قبل الموعد,إدارة المنزل، الإدارة المالية,4,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-005,DOM-HEALTH,الذهاب إلى العيادة أو المستشفى,التنقل بالسيارة أو المواصلات إلى موقع الموعد الطبي,الطريق,عند الموعد,التنقل,5,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-006,DOM-HEALTH,الانتظار في صالة العيادة,الجلوس في منطقة الانتظار حتى يتم استدعاء المريض,العيادة/المستشفى,عند كل زيارة,الصحة,6,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-007,DOM-HEALTH,التسجيل في استقبال العيادة,تقديم البيانات الشخصية وتأكيد الموعد في مكتب الاستقبال,العيادة,عند كل زيارة,الصحة، التواصل,7,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-008,DOM-HEALTH,مقابلة الطبيب,الدخول إلى عيادة الطبيب للفحص ومناقشة الأعراض والعلاج,العيادة,عند كل زيارة,الصحة,8,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-009,DOM-HEALTH,استلام الوصفة الطبية,تسلم ورقة الوصفة من الطبيب بعد الفحص,العيادة,عند الحاجة,الصحة,9,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-010,DOM-HEALTH,صرف الدواء من الصيدلية,شراء الأدوية المكتوبة في الوصفة من الصيدلية,الصيدلية,عند الحاجة,الصحة، الميزانية,10,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-011,DOM-HEALTH,العودة إلى المنزل بعد الموعد,التنقل من العيادة أو الصيدلية إلى المنزل,الطريق,بعد كل زيارة,التنقل,11,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-012,DOM-HEALTH,تنظيم الأدوية في المنزل,ترتيب الأدوية في صندوق أو خزانة مخصصة حسب الجرعات,المنزل,بعد الشراء,إدارة المنزل، الصحة,12,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-013,DOM-HEALTH,تناول الدواء المقرر,أخذ الجرعة المحددة من الدواء في الوقت المحدد,المنزل,حسب الوصفة,الصحة,13,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-014,DOM-HEALTH,متابعة مواعيد جرعات الدواء,التحقق من عدم تفويت أي جرعة وتسجيل المواعيد,المنزل,يوميًا,الصحة، إدارة المنزل,14,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-015,DOM-HEALTH,قياس ضغط الدم,استخدام جهاز قياس الضغط للتحقق من مستواه,المنزل/العيادة,يوميًا/أسبوعيًا,الصحة,15,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-016,DOM-HEALTH,قياس سكر الدم,استخدام جهاز السكر للتحقق من مستوى الجلوكوز في الدم,المنزل/العيادة,حسب الحالة,الصحة,16,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-017,DOM-HEALTH,قياس الوزن,الوقوف على الميزان لمعرفة الوزن الحالي,المنزل/العيادة,أسبوعيًا/شهريًا,الصحة، النشاط البدني,17,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-018,DOM-HEALTH,ممارسة النشاط البدني اليومي,أداء تمارين رياضية أو حركية منتظمة للحفاظ على اللياقة,المنزل/النادي/الشارع,يوميًا,الرياضة، الصحة,18,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-019,DOM-HEALTH,المشي اليومي,الخروج للمشي في الحي أو الحديقة لمدة محددة,الخارج,يوميًا,الرياضة، الصحة، النشاط البدني,19,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-020,DOM-HEALTH,حضور جلسة علاج طبيعي,الذهاب لعيادة العلاج الطبيعي لأداء تمارين تحت إشراف أخصائي,مركز العلاج الطبيعي,حسب الخطة,الصحة، النشاط البدني,20,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-021,DOM-HEALTH,شراء المستلزمات الطبية,شراء أجهزة قياس أو ضمادات أو أدوات طبية من الصيدلية أو المتجر,الصيدلية/المتجر,عند الحاجة,الصحة، الميزانية,21,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-022,DOM-HEALTH,تجديد الوصفة الطبية,زيارة الطبيب أو الاتصال لإعادة صرف دواء بشكل دوري,العيادة/الهاتف,شهريًا/حسب الدواء,الصحة,22,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-023,DOM-HEALTH,مراجعة نتائج التحاليل,قراءة ورقة نتائج الدم أو البول مع الطبيب أو في المنزل,العيادة/المختبر/المنزل,عند الحاجة,الصحة,23,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-024,DOM-HEALTH,إجراء فحص دوري شامل,زيارة طبيب لإجراء فحص عام للصحة الوقائي,العيادة/المستشفى,سنويًا,الصحة، الوقاية,24,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-025,DOM-HEALTH,تلقي التطعيمات الروتينية,أخذ لقاح وقائي في العيادة أو المركز الصحي,المركز الصحي/العيادة,حسب الجدول,الصحة، الوقاية,25,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-026,DOM-HEALTH,موعد طبيب الأسنان,زيارة عيادة الأسنان للفحص أو العلاج,عيادة الأسنان,نصف سنويًا/عند الألم,الصحة,26,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-027,DOM-HEALTH,موعد فحص النظر,زيارة عيادة العيون لفحص حدة الإبصار وصحة العين,عيادة العيون,سنويًا,الصحة,27,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-028,DOM-HEALTH,موعد فحص السمع,زيارة عيادة الأنف والأذن أو السمعيات لفحص السمع,عيادة الأنف والأذن/السمعيات,عند الحاجة,الصحة,28,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-029,DOM-HEALTH,موعد عيادة متخصصة,زيارة طبيب اختصاصي (باطنية/قلب/عظام/جلدية) حسب الحالة,العيادة المتخصصة,عند الحاجة,الصحة,29,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-030,DOM-HEALTH,موعد الأشعة أو الصور الطبية,الذهاب لقسم الأشعة لإجراء أشعة سينية أو رنين أو مقطعية,مركز الأشعة,عند الحاجة,الصحة,30,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-031,DOM-HEALTH,موعد المختبر لأخذ عينات,الذهاب للمختبر لسحب دم أو أخذ عينة بول أو غيرها,المختبر,عند الحاجة,الصحة,31,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-032,DOM-HEALTH,استلام نتائج التحاليل المخبرية,العودة للمختبر أو استلام النتائج إلكترونياً أو ورقياً,المختبر/المنزل,بعد التحليل,الصحة,32,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-033,DOM-HEALTH,موعد طوارئ غير مخطط,الذهاب لقسم الطوارئ بسبب ألم أو إصابة حادة,قسم الطوارئ,عند الطوارئ,الصحة، السلامة,33,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-034,DOM-HEALTH,نقل مريض للمستشفى,نقل شخص مريض أو مصاب بالسيارة أو الإسعاف للمستشفى,الطريق/السيارة,عند الطوارئ,الصحة، السلامة، التنقل,34,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-035,DOM-HEALTH,الانتظار في قسم الطوارئ,الجلوس في منطقة انتظار الطوارئ حتى يتم الفحص,قسم الطوارئ,عند الطوارئ,الصحة,35,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-036,DOM-HEALTH,التسجيل في استقبال الطوارئ,تقديم البيانات وتسجيل الدخول في قسم الطوارئ,قسم الطوارئ,عند الطوارئ,الصحة,36,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-037,DOM-HEALTH,الفحص الأولي في الطوارئ,إجراء فحص سريع من قبل طبيب الطوارئ لتقييم الحالة,قسم الطوارئ,عند الطوارئ,الصحة,37,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-038,DOM-HEALTH,استلام تقرير الطوارئ والخروج,تسلم التقرير الطبي والمغادرة بعد استقرار الحالة,قسم الطوارئ,بعد العلاج,الصحة,38,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-039,DOM-HEALTH,الدخول للمتابعة أو الملاحظة في المستشفى,البقاء في المستشفى للمراقبة بعد الطوارئ أو قبل العملية,المستشفى,عند الحاجة,الصحة,39,معتمد مبدئيًا,Pasted text(52).txt
