card_id,opportunity_id,why,before_start,participation_steps,make_it_easier,participation_levels,indicators,whats_next,support_notes,status,source_file
FOOD-052-CARD003,FOOD-052-OP003,ليختم مهمة تنظيف الأرضية برؤية مطبخ لامع ونظيف.,تأكد أن الممسحة بحجم مناسب لقوته.,تمرير الممسحة على الأرضية، تركها لتجف.,استخدم ممسحة خفيفة الوزن سهلة التحريك.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يمسح مساحة أكبر بثبات مع الوقت.,المطبخ نظيف وجاهز لاستخدام يومي جديد.,ممسحة خفيفة الوزن.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-053-CARD001,FOOD-053-OP001,ليشارك في خطوة بسيطة بعد الانتهاء من التقطيع.,جهّز ملعقة أو أداة كشط بسيطة.,كشط البقايا عن اللوح، وضعها في المهملات.,استخدم أداة كشط بمقبض عريض.,المساعدة في الكشط، الكشط الجزئي، الكشط الكامل.,يكشط بثبات دون ترك بقايا كثيرة.,الانتقال إلى غسل اللوح بالماء الساخن والصابون.,أداة كشط بمقبض عريض.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-053-CARD002,FOOD-053-OP002,ليمارس نشاطًا بسيطًا يحافظ على نظافة أداة يستخدمها الجميع.,جهّز إسفنجة وصابونًا مناسبًا.,فرك اللوح من الجهتين بالإسفنجة والصابون.,استخدم إسفنجة بمقبض مريح.,المساعدة في الفرك، الفرك الجزئي، الفرك الكامل.,يفرك اللوح من الجهتين دون توجيه متكرر.,الانتقال إلى تجفيف اللوح بمنشفة أو في الهواء.,إسفنجة بمقبض مريح.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-053-CARD003,FOOD-053-OP003,ليختم مهمة التنظيف برؤية اللوح جاهزًا للاستخدام من جديد.,جهّز منشفة جافة أو مكانًا للتجفيف بالهواء.,تجفيف اللوح بالمنشفة أو تركه منتصبًا ليجف.,خصص حاملًا صغيرًا لتجفيف اللوح بالهواء.,المساعدة في التجفيف، التجفيف بمفرده، وضعه في مكانه بعد الجفاف أيضًا.,يترك اللوح جافًا ومرتبًا في مكانه.,اللوح جاهز للاستخدام في تجهيز الوجبة القادمة.,حامل تجفيف صغير للوح.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-054-CARD001,FOOD-054-OP001,ليشارك في مهمة صيانة بسيطة تحت إشرافك الكامل لأسباب السلامة.,تأكد من إشرافك المباشر طوال هذه المهمة.,إمساك حجر الشحذ فقط بينما تتولى أنت تمرير السكين.,اقتصر دوره على تثبيت الأداة دون لمس السكين مباشرة.,المراقبة فقط، تثبيت حجر الشحذ بإشرافك، المشاركة المحدودة تحت إشرافك الكامل.,يلتزم بتعليمات السلامة دون لمس الجزء الحاد.,الانتقال إلى غسل السكين وتجفيفها بعد عملية الشحذ.,بطاقة تعليمات سلامة إلزامية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-054-CARD002,FOOD-054-OP002,ليساهم بخطوة آمنة تكمل مهمة الصيانة.,تأكد من إشرافك المباشر عند التعامل مع السكين.,حمل مقبض السكين بحذر، غسله وتجفيفه تحت إشرافك.,اطلب منه الإمساك بالمقبض فقط بينما تتولى أنت النصل.,المراقبة فقط، المساعدة بالمقبض تحت إشرافك، تنفيذ محدود بإشراف كامل.,يلتزم بمسافة آمنة من النصل الحاد.,الانتقال إلى شد مقابض الأواني المتراخية.,بطاقة تعليمات سلامة إلزامية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-054-CARD003,FOOD-054-OP003,ليساهم في مهمة صيانة بسيطة وآمنة نسبيًا.,جهّز مفك البراغي المناسب للمقبض.,إمساك المفك، إدارته لشد المسمار تحت إشرافك.,استخدم مفكًا بمقبض عريض سهل الإمساك.,المراقبة معك، المساعدة بالإدارة تحت إشرافك، الشد بإشراف مباشر.,يتحكم بحركة الإدارة بثبات متزايد.,الأدوات جاهزة وآمنة للاستخدام من جديد.,مفك براغي بمقبض عريض.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-055-CARD001,FOOD-055-OP001,ليشارك في مهمة تنظيم بسيطة تفيد مطبخ الأسرة.,جهّز الأكياس في متناول يده.,فتح كل كيس بحذر تحت إشرافك إن لزم قصّه.,اختر أكياسًا بفتحة سحب سهلة بدل التي تحتاج قصًا.,المساعدة في الفتح، الفتح بمفرده، فتح عدة أكياس.,يفتح الكيس بثبات دون تمزيقه بشكل عشوائي.,الانتقال إلى سكب المحتوى في البرطمانات المخصصة.,أكياس بفتحة سحب سهلة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-055-CARD002,FOOD-055-OP002,ليمارس نشاطًا حسيًا ممتعًا بسكب الحبوب والبقوليات.,جهّز البرطمانات فارغة وواسعة الفتحة.,إمساك الكيس، سكب المحتوى في البرطمان.,استخدم قمعًا صغيرًا لتسهيل السكب دون انسكاب.,المساعدة في السكب، سكب برطمان واحد، سكب عدة برطمانات.,يتحكم بالسكب دون انسكاب زائد.,الانتقال إلى إغلاق البرطمانات ووضع ملصقات التسمية.,قمع صغير للسكب.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-055-CARD003,FOOD-055-OP003,ليختم المهمة برؤية برطمانات مرتبة وواضحة المحتوى.,جهّز الملصقات وقلمًا بجانب البرطمانات.,إغلاق كل برطمان، لصق ملصق يوضح المحتوى.,استخدم ملصقات جاهزة بصور المحتوى بدل الكتابة.,المساعدة في الإغلاق واللصق، تنفيذ خطوة واحدة بمفرده، تنفيذ المهمة كاملة.,يضع الملصق الصحيح على البرطمان المناسب.,البرطمانات جاهزة ومرتبة في خزانة المؤن.,ملصقات جاهزة بصور المحتوى.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-056-CARD001,FOOD-056-OP001,ليشارك في مهمة تنظيم كبيرة تحافظ على نظافة طعام الأسرة.,جهّز طاولة واسعة لوضع المحتويات مؤقتًا.,إخراج كل عنصر بدوره، وضعه على الطاولة.,اطلب منه إخراج رف واحد في كل مرة.,المساعدة في الإخراج، إخراج رف واحد، إخراج كل المحتويات.,يحمل العناصر بثبات دون إسقاطها.,الانتقال إلى مسح الأرفف والأدراج بفوطة التنظيف.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-056-CARD002,FOOD-056-OP002,ليمارس نشاطًا حركيًا ممتعًا ضمن مهمة عائلية كبيرة.,جهّز فوطة نظيفة ومنظفًا لطيفًا.,مسح كل رف أو درج بحركات منتظمة.,خصص فوطة بمقبض أو حجم يناسب يده.,المساعدة في المسح، مسح رف واحد، مسح كل الأرفف.,يترك كل رف نظيفًا دون بقع ظاهرة.,الانتقال إلى إعادة ترتيب المحتويات بشكل منظم.,فوطة تنظيف مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-056-CARD003,FOOD-056-OP003,ليختم المهمة برؤية ثلاجة نظيفة ومرتبة من جديد.,حدد فئات بسيطة للترتيب (ألبان/خضار/معلبات).,إعادة كل عنصر لمكانه المناسب حسب الفئة.,ضع ملصقات بسيطة على الأرفف لكل فئة.,المساعدة في الترتيب، ترتيب فئة واحدة، ترتيب كل الفئات.,يضع العناصر في فئتها الصحيحة دون توجيه متكرر.,الثلاجة نظيفة ومرتبة وجاهزة لتجهيز وجبة قادمة.,ملصقات فئات على الأرفف.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-057-CARD001,FOOD-057-OP001,ليساهم في دعم فرد من الأسرة خلال فترة مهمة له.,جهّز المكسرات أو الفواكه المقطعة مسبقًا.,وضع المكونات في طبق، ترتيبها بشكل بسيط.,استخدم أطباقًا صغيرة سهلة الترتيب.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل.,يرتب المكونات بثبات دون تكديس عشوائي.,الانتقال إلى تحضير المشروب الداعم للتركيز.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-057-CARD002,FOOD-057-OP002,ليشارك في تجهيز شيء مفيد لأخيه أو أحد أفراد أسرته.,جهّز المكونات (ماء/عصير/أعشاب) في متناول يده.,سكب المكونات في الكوب، تحريكها برفق.,استخدم عبوة سكب صغيرة سهلة التحكم.,المساعدة في التحضير، السكب بمفرده، التحضير الكامل.,يتحكم بالسكب والتحريك دون انسكاب.,الانتقال إلى تقديم الوجبة في مساحة الدراسة.,عبوة سكب صغيرة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-057-CARD003,FOOD-057-OP003,ليعيش لحظة دعم واهتمام تجاه فرد من أسرته يذاكر بجد.,تأكد أن الطبق والكوب ليسا ثقيلين لحملهما معًا.,حمل الطبق والكوب، نقلهما لمساحة الدراسة، وضعهما بهدوء.,استخدم صينية واحدة لنقل العناصر معًا.,المساعدة في الحمل، الحمل بمفرده، التقديم الكامل بهدوء.,يتحرك بهدوء مراعيًا حاجة أخيه للتركيز.,الخروج بهدوء من مساحة الدراسة بعد التقديم.,صينية نقل مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-058-CARD001,FOOD-058-OP001,ليشارك في تجهيز مشروب هادئ يسبق لحظة النوم.,جهّز الحليب في عبوة سهلة السكب.,إمساك العبوة، سكب الحليب في الوعاء.,استخدم عبوة خفيفة ذات فتحة سكب محكومة.,المساعدة في السكب، السكب بمفرده، اختيار كمية الحليب أيضًا.,يتحكم بالسكب دون انسكاب زائد.,الانتقال إلى متابعة التسخين.,عبوة سكب محكومة الفتحة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-058-CARD002,FOOD-058-OP002,ليشارك في متابعة هادئة ضمن روتين ما قبل النوم.,ابقَ بجانبه للإشراف بسبب الحرارة.,النظر للوعاء، إخبارك عندما يبدأ الحليب بالسخونة.,اجلسه على مسافة آمنة يمكنه منها الرؤية دون الاقتراب.,المراقبة معك، الملاحظة والإخبار، تنبيهك عند ملاحظة أول فقاعات.,يلاحظ التغيّر ويخبرك به بثقة.,الانتقال إلى سكب المشروب في الكوب وتقديمه.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-058-CARD003,FOOD-058-OP003,ليختم روتين المساء الهادئ بلحظة تقديم مريحة.,تأكد أن المشروب دافئ وليس ساخنًا جدًا.,سكب المشروب في الكوب، تقديمه لصاحبه.,استخدم كوبًا بمقبض عريض سهل الإمساك.,المساعدة في السكب، السكب بمفرده، التقديم الكامل.,يحمل الكوب بثبات ويقدّمه بهدوء.,لحظة هادئة تمهّد لروتين النوم.,كوب بمقبض عريض.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-059-CARD001,FOOD-059-OP001,ليبدأ نشاطًا حسيًا ممتعًا بلمس ثمار طازجة.,جهّز الفاكهة في وعاء بجانب الحوض.,غسل كل ثمرة، تقشيرها إن لزم بأداة آمنة.,ابدأ بفاكهة لا تحتاج تقشيرًا مثل العنب.,المساعدة في الغسل، الغسل بمفرده، التقشير تحت إشرافك.,يتعامل مع الثمار برفق دون سحقها.,الانتقال إلى تقطيع الفاكهة إلى شرائح.,أداة تقشير آمنة مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-059-CARD002,FOOD-059-OP002,ليساهم بيديه في تجهيز طبق فاكهة يتشاركه مع أسرته.,جهّز أداة تقطيع آمنة تحت إشرافك.,وضع الفاكهة على اللوح، تقطيعها لشرائح بحذر.,ابدأ بفاكهة طرية سهلة التقطيع كالموز.,المراقبة معك، المساعدة بيد واحدة، التقطيع تحت إشرافك المباشر.,يمسك الأداة بثبات متزايد.,الانتقال إلى تنسيق الشرائح في طبق التقديم.,أداة تقطيع آمنة مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-059-CARD003,FOOD-059-OP003,ليعبّر عن لمسته الإبداعية في تقديم الفاكهة بشكل جذاب.,جهّز طبق تقديم واسعًا ونظيفًا.,ترتيب الشرائح على الطبق بالشكل الذي يفضله.,اقترح عليه نمط ترتيب بسيط واحد يكرره.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل بإبداعه.,يضيف لمسته الخاصة بثقة دون تردد.,تقديم طبق الفاكهة الذي جهّزه بنفسه للأسرة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-060-CARD001,FOOD-060-OP001,ليتواصل مع تراث أسرته من خلال المشاركة في تجهيز طعام مميز.,جهّز المكونات التقليدية جاهزة على الطاولة.,المساعدة في تجهيز كل صنف حسب طبيعته.,اختر له خطوة بسيطة واحدة من الوصفة يكررها.,المراقبة معك، المساعدة في خطوة واحدة، المساهمة في أكثر من خطوة.,يتعرف على أصناف الفطور التقليدي المعتادة.,الانتقال إلى تجهيز صحون التقديم التقليدية.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-060-CARD002,FOOD-060-OP002,ليشارك في إضفاء الطابع المميز على مائدة الفطور.,حدد الصحون التقليدية المستخدمة عادة.,إحضار الصحون، وضعها على المائدة.,استخدم صحونًا خفيفة سهلة الحمل.,المساعدة في الإحضار، إحضار صحن واحد، تجهيز كل الصحون.,يميّز الصحون التقليدية عن الصحون المعتادة.,الانتقال إلى ترتيب المائدة بطابع تراثي أو تقليدي.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-060-CARD003,FOOD-060-OP003,ليختم مساهمته برؤية مائدة تحمل طابع أسرته الخاص.,جهّز عناصر الطابع التراثي (مفرش/أواني) في مكان قريب.,ترتيب المفرش والأواني والصحون بشكل نهائي.,اعرض عليه صورة للترتيب النهائي المعتاد كمرجع بصري.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل.,يرتب المائدة بنفس الطابع المعتاد بثقة متزايدة.,الجلوس معًا للاستمتاع بفطور تقليدي شارك في تجهيزه.,صورة مرجعية للترتيب النهائي.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-061-CARD001,FOOD-061-OP001,ليشارك في مهمة بسيطة تحافظ على طعام الأسرة بعد الوجبة.,جهّز صحونًا صغيرة فارغة بجانب المائدة.,نقل الطعام المتبقي من الطبق الكبير إلى صحن أصغر.,استخدم ملعقة تعبئة كبيرة لتقليل عدد الحركات.,المساعدة في النقل، نقل صنف واحد، نقل كل الأصناف المتبقية.,يتحكم بالنقل دون سكب زائد.,الانتقال إلى تغطية الصحون بالبلاستيك الشفاف أو الأغطية الخاصة.,ملعقة تعبئة كبيرة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-061-CARD002,FOOD-061-OP002,ليتقن خطوة عملية بسيطة تحافظ على نضارة الطعام.,جهّز الأغطية أو رول البلاستيك في متناول يده.,تغطية كل صحن بإحكام.,استخدم أغطية سيليكون جاهزة بدل رول البلاستيك.,المساعدة في التغطية، تغطية صحن واحد، تغطية كل الصحون.,يغطي الصحن بإحكام كافٍ دون فتحات.,الانتقال إلى نقل الأطباق لمكان الحفظ.,أغطية سيليكون جاهزة الاستخدام.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-061-CARD003,FOOD-061-OP003,ليختم المهمة برؤية الطعام محفوظًا وجاهزًا لوقت لاحق.,أفسح مساحة واضحة في الثلاجة.,حمل كل صحن، نقله ووضعه في الثلاجة.,خصص رفًا ثابتًا للأطباق المتبقية.,المساعدة في النقل، نقل صحن واحد، نقل كل الصحون.,يحمل الصحون بثبات دون انسكاب.,الانتقال لاحقًا إلى استخدام بقايا الطعام عند الحاجة.,رف ثابت مخصص.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-062-CARD001,FOOD-062-OP001,ليشارك في مهمة مسؤولية بسيطة تحافظ على أمان المنزل.,اشرح له طريقة النظر للمقبض للتأكد من إغلاقه.,النظر لكل مقبض، إخبارك إن كان مغلقًا أو لا.,"استخدم علامة بصرية على الموقد تدل على وضع ""مغلق"".",المراقبة معك، الفحص والإخبار، الفحص بمفرده مع تأكيدك النهائي.,يفحص المقابض بثبات ويخبرك بدقة.,الانتقال إلى فصل قوابس الأجهزة الكهربائية الصغيرة.,علامة بصرية على وضع الإغلاق.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-062-CARD002,FOOD-062-OP002,ليكمل روتين الأمان بخطوة بسيطة قبل مغادرة المطبخ.,حدد معه الأجهزة التي تحتاج فصلًا بعد الاستخدام.,الإمساك بالقابس، سحبه برفق من المقبس.,استخدم مقابس بمفتاح تشغيل خارجي لتسهيل الفصل.,المساعدة في الفصل، فصل جهاز واحد، فصل كل الأجهزة المستخدمة.,يتذكر فصل الأجهزة بعد الاستخدام دون تذكير.,المطبخ آمن ومستعد لإغلاق اليوم بثقة.,مقابس بمفتاح تشغيل خارجي.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-063-CARD001,FOOD-063-OP001,ليتعلّم أهمية التحقق من السلامة قبل بدء التنظيف.,أشرف مباشرة عليه أثناء هذه الخطوة.,النظر أو الإشارة للتأكد من عدم وجود حرارة ظاهرة.,انتظر معه فترة كافية قبل البدء بالتنظيف.,المراقبة معك، الإشارة للتأكد، السؤال عن الأمان بنفسه.,يسأل عن الأمان قبل البدء دون تذكير.,الانتقال إلى مسح سطح الموقد من بقع الطعام المنسكبة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-063-CARD002,FOOD-063-OP002,ليشارك في مهمة بسيطة تترك المطبخ نظيفًا للجميع.,جهّز قطعة قماش ومنظفًا لطيفًا.,رش المنظف، مسح السطح بحركات منتظمة.,خصص قطعة قماش بلون مميز لهذه المهمة.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يترك السطح نظيفًا دون بقع ظاهرة.,الانتقال إلى غسل حوامل العيون.,قطعة قماش مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-063-CARD003,FOOD-063-OP003,ليختم تنظيف الموقد بجزء ملموس يراه نظيفًا بنفسه.,تأكد أن الحوامل باردة تمامًا قبل الرفع.,رفع كل حامل بحذر، غسله بالإسفنجة والصابون، إعادته.,اطلب منه غسل حامل واحد في كل مرة.,المساعدة في الغسل، غسل حامل واحد، غسل كل الحوامل.,يحمل الحوامل بثبات ويعيدها لمكانها الصحيح.,الموقد نظيف وجاهز للاستخدام من جديد.,إسفنجة بمقبض مريح.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-064-CARD001,FOOD-064-OP001,ليشارك في خطوة بسيطة تكمل مهمة غسل الأطباق.,جهّز منشفة جافة نظيفة.,حمل الطبق، مسحه بالمنشفة حتى يجف.,استخدم منشفة كبيرة تمتص الماء بسرعة.,المساعدة في التجفيف، تجفيف طبق واحد، تجفيف عدة أطباق.,يترك الطبق جافًا تمامًا دون بلل متبقٍّ.,الانتقال إلى فرز الصحون والأكواب.,منشفة تجفيف كبيرة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-064-CARD002,FOOD-064-OP002,ليمارس مهارة تصنيف بسيطة وممتعة ضمن مهمة يومية.,جهّز مساحة واضحة على الطاولة للفرز.,فصل الصحون عن الأكواب، تجميع كل نوع معًا.,استخدم أماكن ثابتة على الطاولة لكل نوع.,المساعدة في الفرز، فرز نوع واحد، فرز كل الأنواع.,يميّز بين الأنواع بدقة متزايدة.,الانتقال إلى إعادة الأكواب والأطباق لأماكنها في الخزائن.,مساحة فرز ثابتة على الطاولة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-064-CARD003,FOOD-064-OP003,ليختم المهمة برؤية المطبخ مرتبًا من جديد.,تأكد أن الخزانة في متناول يده أو استخدم مرتفعًا آمنًا.,حمل كل قطعة، فتح الخزانة، وضعها في مكانها.,خصص رفًا منخفضًا للأطباق والأكواب المستخدمة يوميًا.,المساعدة في الإعادة، إعادة قطعة واحدة، إعادة كل القطع.,يعرف مكان كل قطعة دون تذكير.,المطبخ جاهز تمامًا لوجبة قادمة.,رف منخفض ثابت المكان.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-065-CARD001,FOOD-065-OP001,ليشارك في مهمة نظافة بسيطة ومتكررة في المطبخ.,حدد أماكن المناشف المعلّقة في المطبخ.,جمع كل منشفة من مكانها.,اطلب منه جمع منشفة واحدة في كل مرة.,المساعدة في الجمع، جمع منشفة واحدة، جمع كل المناشف.,يتعرف على أماكن المناشف المعتادة دون تذكير.,الانتقال إلى وضعها في سلة الغسيل.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-065-CARD002,FOOD-065-OP002,ليكمل الخطوة العملية بنقل المناشف لمكانها الصحيح.,حدد سلة الغسيل المخصصة للمطبخ.,حمل المناشف، وضعها في السلة.,خصص سلة صغيرة قريبة من المطبخ لهذه المهمة.,المساعدة في الوضع، الوضع بمفرده، نقل السلة للغسيل أيضًا.,يضع المناشف في السلة الصحيحة دون تذكير.,الانتقال إلى إخراج مناشف نظيفة وتوزيعها في أماكنها.,سلة غسيل مخصصة للمطبخ.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-065-CARD003,FOOD-065-OP003,ليختم المهمة برؤية المطبخ مجهزًا بمناشف نظيفة من جديد.,حدد مكان تخزين المناشف النظيفة.,إحضار المناشف النظيفة، تعليقها في أماكنها المعتادة.,استخدم خطافات ثابتة لكل منشفة في مكانها.,المساعدة في التوزيع، توزيع منشفة واحدة، توزيع كل المناشف.,يعلّق كل منشفة في مكانها الصحيح دون تذكير.,المطبخ جاهز بمناشف نظيفة للاستخدام اليومي.,خطافات ثابتة لكل منشفة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-066-CARD001,FOOD-066-OP001,ليشعر بمسؤولية العناية بأدوات أخيه الصغير.,جهّز الزجاجة على الطاولة أمامه.,فك الحلمة والغطاء عن جسم الزجاجة.,استخدم زجاجة بأجزاء سهلة الفك بلا تعقيد.,المساعدة في الفك، فك جزء واحد، فك كل الأجزاء.,يفك الأجزاء بثبات دون كسرها.,الانتقال إلى غسل الأجزاء بفرشاة التنظيف الخاصة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-066-CARD002,FOOD-066-OP002,ليساهم بيديه في مهمة تحافظ على صحة أخيه الرضيع.,جهّز فرشاة زجاجات وصابونًا مخصصًا للرضع.,فرك كل جزء بالفرشاة والصابون.,استخدم فرشاة بمقبض عريض سهل الإمساك.,المساعدة في الفرك، فرك جزء واحد، فرك كل الأجزاء.,يفرك بعناية دون استعجال.,الانتقال إلى وضع الأجزاء في جهاز التعقيم أو الماء المغلي.,فرشاة زجاجات بمقبض عريض.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-066-CARD003,FOOD-066-OP003,ليكمل روتين العناية بأدوات أخيه تحت إشرافك المباشر.,تأكد من إشرافك الكامل بسبب الحرارة.,وضع الأجزاء في الجهاز أو السلة تحت إشرافك.,اقتصر دوره على وضع الأجزاء فقط دون التعامل مع الماء الساخن مباشرة.,المراقبة معك، وضع جزء واحد بإشرافك، وضع كل الأجزاء بإشراف مباشر.,يلتزم بمسافة آمنة من مصدر الحرارة.,زجاجات أخيه جاهزة ونظيفة للاستخدام القادم.,بطاقة تعليمات سلامة إلزامية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-067-CARD001,FOOD-067-OP001,ليساهم في العناية بمكان طعام أخيه الصغير.,جهّز قطعة قماش نظيفة.,مسح الصينية بحركات منتظمة.,خصص قطعة قماش بلون مميز لهذه المهمة.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يترك الصينية نظيفة دون بقايا ظاهرة.,الانتقال إلى تنظيف مقعد الكرسي.,قطعة قماش مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-067-CARD002,FOOD-067-OP002,ليكمل مهمة العناية بمكان أخيه الصغير.,جهّز قطعة قماش ومنظفًا لطيفًا آمنًا.,مسح المقعد والأحزمة بحركات منتظمة.,استخدم مناديل مبللة جاهزة بدل الرش المباشر.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يترك المقعد نظيفًا دون بقع ظاهرة.,الانتقال إلى كنس الأرضية المحيطة بالكرسي.,مناديل تنظيف جاهزة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-067-CARD003,FOOD-067-OP003,ليختم المهمة بترك المكان مرتبًا بالكامل.,جهّز مكنسة صغيرة أو مكنسة يدوية.,كنس الفتات المتساقط حول الكرسي.,استخدم مكنسة يدوية صغيرة سهلة الاستخدام.,المساعدة في الكنس، الكنس الجزئي، الكنس الكامل.,يكنس المساحة المحيطة بثبات دون تذكير.,مكان أخيه الصغير نظيف وجاهز لوجبته القادمة.,مكنسة يدوية صغيرة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-068-CARD001,FOOD-068-OP001,ليشارك في مهمة بسيطة تحافظ على مجرى المطبخ نظيفًا.,جهّز قفازًا خفيفًا إن رغب في استخدامه.,رفع المصفاة، إزالة العوالق، التخلص منها.,استخدم ملقطًا صغيرًا لتجنب اللمس المباشر إن رغب.,المراقبة معك، المساعدة في الإزالة، الإزالة بمفرده.,ينفذ الخطوة دون تردد أو انزعاج كبير.,الانتقال إلى سكب مواد التنظيف المخصصة للمجاري.,ملقط صغير اختياري.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-068-CARD002,FOOD-068-OP002,ليشارك في خطوة بسيطة تحت إشرافك المباشر لأسباب السلامة.,تأكد من إشرافك الكامل عند التعامل مع مواد التنظيف.,إمساك العبوة معك، سكب الكمية المحددة تحت إشرافك.,اقتصر دوره على الإمساك بالعبوة فقط بينما تتولى أنت السكب.,المراقبة فقط، الإمساك بالعبوة بإشرافك، المشاركة المحدودة بإشراف كامل.,يلتزم بتعليمات السلامة دون لمس المادة مباشرة.,الانتقال إلى سكب الماء الساخن لتسليك المجرى.,بطاقة تعليمات سلامة إلزامية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-068-CARD003,FOOD-068-OP003,ليختم المهمة بخطوة أخيرة تحت إشرافك المباشر.,تأكد من إشرافك الكامل بسبب حرارة الماء.,إمساك الإبريق معك، سكب الماء بحذر تحت إشرافك.,اقتصر دوره على الإمساك بالإبريق من المقبس البارد فقط.,المراقبة فقط، المساعدة في الإمساك بإشرافك، المشاركة المحدودة بإشراف كامل.,يلتزم بمسافة آمنة من الماء الساخن.,البالوعة نظيفة وتعمل بشكل جيد من جديد.,بطاقة تعليمات سلامة إلزامية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-069-CARD001,FOOD-069-OP001,ليشارك في مهمة تنظيف بسيطة تحت إشرافك.,تأكد أن المنظف آمن للاستخدام معه.,إمساك عبوة الرش، رش الجوانب برفق.,استخدم منظفًا برذاذ خفيف سهل الضغط.,المراقبة معك، الرش تحت إشرافك، الرش بمفرده بمنظف آمن.,يتحكم بجرعة الرش دون إفراط.,الانتقال إلى مسح الأسطح بإسفنجة خشنة.,منظف آمن برذاذ خفيف.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-069-CARD002,FOOD-069-OP002,ليمارس نشاطًا حركيًا ممتعًا ضمن مهمة عائلية.,جهّز إسفنجة خشنة مناسبة.,فرك الأسطح بحركات دائرية لإزالة الدهون.,استخدم إسفنجة بمقبض مريح.,المساعدة في الفرك، الفرك الجزئي، الفرك الكامل.,يفرك بثبات دون توجيه متكرر.,الانتقال إلى تلميع الأسطح بفوطة جافة.,إسفنجة بمقبض مريح.,معتمد مبدئيًا,Pasted text (3)(2).txt
