opportunity_id,event_id,opportunity_name_ar,display_order,future_participation_level,safety_mode,status,source_file,participation_level,role_scope,organization_demand,variation_demand,classification_reason,review_required
FOOD-027-OP003,FOOD-027,تجفيف الفواكه أو الخضروات ووضعها في سلة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-028-OP001,FOOD-028,إحضار لوح التقطيع,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-028-OP002,FOOD-028,تقطيع الخضروات لأحجام مناسبة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-028-OP003,FOOD-028,فرز المكونات المقطعة في أطباق صغيرة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-029-OP001,FOOD-029,قياس مقادير الدقيق والمكونات,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-029-OP002,FOOD-029,عجن أو خلط المكونات,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-029-OP003,FOOD-029,تشكيل العجين,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-029-OP004,FOOD-029,ترتيب القطع في صينية الخبز,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-030-OP001,FOOD-030,تجهيز الشواية أو صينية الفرن,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-030-OP002,FOOD-030,ترتيب قطع اللحم أو الخضار,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-030-OP003,FOOD-030,تقليب الطعام أثناء الشوي,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-030-OP004,FOOD-030,نقل الطعام المشوي لطبق التقديم,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-031-OP001,FOOD-031,تحريك الطعام بالملعقة أثناء الطهي,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-031-OP002,FOOD-031,إضافة البهارات أو المكونات تدريجياً,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-031-OP003,FOOD-031,مراقبة الطعام لتجنب الاحتراق,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-032-OP001,FOOD-032,غسل مكونات السلطة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-032-OP002,FOOD-032,بشر أو تقطيع المكونات,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-032-OP003,FOOD-032,خلط المكونات في الوعاء المخصص,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-032-OP004,FOOD-032,سكب صلصة السلطة,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,simple,moderate,advanced,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-033-OP001,FOOD-033,ترتيب الأطباق والأكواب البلاستيكية في السلة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-033-OP002,FOOD-033,تغليف الأطعمة بالقصدير,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-033-OP003,FOOD-033,حمل السلة وحوافظ الطعام,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-034-OP001,FOOD-034,تقسيم الطعام لأسهم أو حصص,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-034-OP002,FOOD-034,وضع الحصص في أكياس التجميد,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-034-OP003,FOOD-034,تفريغ الأكياس من الهواء وإغلاقها,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-034-OP004,FOOD-034,ترتيب الأكياس في الفريزر,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-035-OP001,FOOD-035,نقل الأكياس من الفريزر للثلاجة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف متوسط.,false
FOOD-035-OP002,FOOD-035,وضع الأكياس في وعاء مائي للإذابة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,false
FOOD-035-OP003,FOOD-035,فك التغليف عن الطعام المذاب,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-036-OP001,FOOD-036,رش المنظف داخل الفرن أو الميكروويف,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-036-OP002,FOOD-036,مسح الجدران الداخلية بقطعة قماش,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-036-OP003,FOOD-036,غسل الطبق الزجاجي أو شبك الفرن,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-037-OP001,FOOD-037,كشط بقايا الطعام بالفرشاة المخصصة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-037-OP002,FOOD-037,مسح الهيكل الخارجي,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-037-OP003,FOOD-037,تفريغ بقايا الفحم أو الرماد,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-039-OP001,FOOD-039,جرد المكونات المتاحة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-039-OP002,FOOD-039,اقتراح وجبات مقبلة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,simple,moderate,advanced,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-039-OP003,FOOD-039,كتابة القائمة المطلوبة في ورقة أو ملاحظة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-040-OP001,FOOD-040,فرز وعزل المكونات المسموحة للحالة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-040-OP002,FOOD-040,وزن الكميات بدقة حسب المسموح,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-040-OP003,FOOD-040,تجهيز الوجبة في طبق تقديم منفصل,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-041-OP001,FOOD-041,تحضير مصادر البروتين المحددة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-041-OP002,FOOD-041,خلط مشروب أو مخفوق البروتين,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-041-OP003,FOOD-041,إعداد وطهي الخضار المرافق,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-042-OP001,FOOD-042,إحضار وعاء الحيوان,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-042-OP002,FOOD-042,قياس كمية الطعام المخصصة ووضعها,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-042-OP003,FOOD-042,سكب الماء النظيف في وعاء الشرب,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-042-OP004,FOOD-042,تنظيف منطقة طعام الحيوان بعد انتهائه,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-043-OP001,FOOD-043,استلام الأكياس من المندوب,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-043-OP002,FOOD-043,مراجعة الفاتورة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-043-OP003,FOOD-043,تفريغ الأكياس وتوزيع العلب على المائدة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-044-OP001,FOOD-044,فحص الفواكه أو الخضار,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-044-OP002,FOOD-044,عزل الحبات الناضجة للاستخدام الفوري,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-044-OP003,FOOD-044,التخلص من الحبات التالفة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-045-OP001,FOOD-045,قطف وفرز أوراق الأعشاب,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-045-OP002,FOOD-045,غسل الأوراق وتجفيفها بالمنشفة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-045-OP003,FOOD-045,توزيع الأوراق على صينية التجفيف,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-045-OP004,FOOD-045,تعبئة الأعشاب الجافة في برطمانات,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-046-OP001,FOOD-046,جمع الزجاجات الفارغة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-046-OP002,FOOD-046,غسل وتعبئة الزجاجات بماء الشرب,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-046-OP003,FOOD-046,ترتيب الزجاجات في ثلاجة التبريد,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-047-OP001,FOOD-047,غلي الماء في الإبريق,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-047-OP002,FOOD-047,تجهيز صينية الشاي والأكواب,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-047-OP003,FOOD-047,وضع أوراق الشاي وتجهيز الإبريق,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-047-OP004,FOOD-047,تقديم الصينية للضيوف,4,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-048-OP001,FOOD-048,فك الفلتر القديم,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-048-OP002,FOOD-048,تعبئة الغلاية بخلطة التنظيف,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-048-OP003,FOOD-048,شطف الغلاية بالماء النظيف عدة مرات,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
FOOD-049-OP001,FOOD-049,جمع بقايا الخبز الجاف لرميها أو استخدامها كبصمات,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-049-OP002,FOOD-049,مسح أو تنظيف سلة الخبز,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-049-OP003,FOOD-049,وضع الخبز الطازج في السلة وتغطيته,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-050-OP001,FOOD-050,إزالة بقايا الطعام من مصفاة الحوض,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
FOOD-050-OP002,FOOD-050,فرك الحوض بمادة التنظيف والإسفنجة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-050-OP003,FOOD-050,شطف الحوض وتجفيفه,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-051-OP001,FOOD-051,إخراج الكيس الممتلئ وإحكام ربطه,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-051-OP002,FOOD-051,غسل أو مسح قاع سلة القمامة عند اللزوم,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-051-OP003,FOOD-051,فرد كيس القمامة الجديد داخل السلة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف متوسط.,false
FOOD-052-OP001,FOOD-052,كنس الأرضية من الفتات,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,simple,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف متوسط.,false
FOOD-052-OP002,FOOD-052,تجهيز أدوات المسح,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-052-OP003,FOOD-052,مسح الأرضية بالممسحة وتجفيفها,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-053-OP001,FOOD-053,كشط بقايا الطعام من اللوح,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-053-OP002,FOOD-053,غسل اللوح بالماء الساخن والصابون,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-053-OP003,FOOD-053,تجفيف اللوح بمنشفة أو في الهواء,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-054-OP001,FOOD-054,تمرير السكين على حجر الشحذ أو المسن,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-054-OP002,FOOD-054,غسل السكين وتجفيفها بعد عملية الشحذ,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-054-OP003,FOOD-054,شد مقابض الأواني المتراخية بأدوات الصيانة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-055-OP001,FOOD-055,فتح أكياس البقوليات أو الحبوب,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-055-OP002,FOOD-055,سكب المحتوى في البرطمانات المخصصة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-055-OP003,FOOD-055,إغلاق البرطمانات ووضع ملصقات التسمية,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-056-OP001,FOOD-056,إخراج جميع المحتويات مؤقتاً,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-056-OP002,FOOD-056,مسح الأرفف والأدراج بفوطة التنظيف,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-056-OP003,FOOD-056,إعادة ترتيب المحتويات بشكل منظم,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
